ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
84961,25.45626,18.804552,3.6357148,10.32295,95.71344
84962,27.100216,21.583746,5.0245366,9.832449,73.121475
84963,26.403738,21.583746,5.0245366,9.832449,73.121475
84964,23.385767,20.651741,4.7313256,6.0988917,93.87475
84965,25.331678,18.757242,4.795521,18.518944,97.400604
84966,26.507612,20.423351,5.262542,9.665368,221.12408
84967,24.882326,20.320812,7.0373316,4.3380346,244.81198
84968,26.499321,20.41143,5.1682863,9.150131,222.9902
84969,26.268082,20.403128,5.8023763,8.647185,233.91591
84970,25.274076,20.17927,5.072613,9.848326,196.7635
84971,26.593721,20.44276,5.3626537,8.850225,216.96861
84972,26.582262,20.34113,5.527163,7.8588705,235.91939
84973,25.965124,19.567312,4.9146895,12.022576,170.1588
84974,23.76901,17.645746,5.0524883,8.459552,174.80766
84975,26.241518,20.665655,4.694264,12.475252,184.72809
84976,26.40364,20.67263,6.062934,9.130424,238.73262
84977,26.44943,20.67263,6.062934,9.130424,238.73262
84978,25.9961,21.591953,5.8394055,9.918762,229.95964
84979,26.4513,20.984482,4.514399,9.667053,236.58722
84980,26.711,20.984482,4.514399,9.667053,236.58722
84981,26.720486,21.00478,4.514399,9.667053,236.58722
84982,23.868244,21.05226,6.4142795,9.042843,131.82173
84983,26.603022,20.96264,7.595853,8.855133,262.6866
84984,26.678139,20.96264,7.595853,8.855133,262.6866
84985,25.97191,20.96264,7.595853,8.855133,262.6866
84986,25.485271,18.70629,9.629093,14.833887,188.68607
84987,26.055798,19.975231,5.9226847,18.218517,179.51538
84988,26.727652,20.483654,5.1139874,9.877137,233.7031
84989,25.546124,16.442703,11.685792,12.646824,177.56923
84990,22.930506,15.980634,11.524607,4.7855434,194.31114
84991,25.28981,17.789057,2.2066941,15.707915,77.62384
84992,26.785757,20.62772,3.724085,14.834124,81.49188
84993,26.178408,20.62772,3.724085,14.834124,81.49188
84994,23.705345,19.449602,2.9434469,11.118882,73.674995
84995,25.651163,17.244442,2.7768455,23.26854,77.20085
84996,26.601463,18.950165,3.2780225,14.488506,101.53142
84997,24.976177,18.847626,5.070289,8.581901,125.21929
84998,26.607073,18.92736,3.065124,13.756934,103.7433
84999,26.365215,18.919058,3.6366868,13.253988,114.13035
85000,25.37121,18.6952,3.0315464,15.131743,81.78412
85001,26.691013,18.95869,3.3215873,14.133643,99.5431
