ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
84961,25.48880186,19.72245294,4.17241252,10.45569626,128.8167611
84962,26.61079379,20.94105338,5.263487666,8.979691205,143.4811563
84963,26.15355784,20.94105338,5.263487666,8.979691205,143.4811563
84964,23.24769777,19.69355782,4.696692107,5.950814447,143.5683377
84965,25.76489605,18.62659825,4.119387322,17.07427213,142.9251521
84966,26.70720534,20.10862878,4.741303017,9.120741731,192.4221136
84967,25.0419751,19.97807648,6.311640532,4.356141201,231.5648992
84968,26.56584454,20.07813456,4.688758901,8.865099919,194.3454979
84969,26.30280555,20.04262066,5.021647003,8.654499382,206.5979386
84970,25.35793131,19.78033002,4.217026073,10.60917126,161.8540687
84971,26.74388416,20.05605671,4.82662317,9.091202908,189.5938641
84972,26.75577358,20.04993345,5.026705378,8.632947419,208.109247
84973,26.14037771,19.80639482,4.323131665,12.41879064,157.3929254
84974,23.76965463,18.36431038,4.42653878,9.145898147,157.2194455
84975,26.31627404,20.19290676,4.278631308,12.87837324,163.5919012
84976,26.5058427,20.03248624,5.125265724,8.294309198,204.5954731
84977,26.53317798,20.03248624,5.125265724,8.294309198,204.5954731
84978,26.2308624,20.84459439,5.15240652,8.658670852,192.0333252
84979,26.54098505,20.20945753,4.793887658,9.145945614,209.7604599
84980,26.77966744,20.20945753,4.971756611,9.145945614,210.8649545
84981,26.93612971,20.20945753,4.971756611,9.145945614,210.8649545
84982,26.68522852,20.15915168,6.573867019,8.17674367,215.0398169
84983,26.68522852,20.15915168,6.573867019,8.17674367,215.0398169
84984,26.73296266,20.15915168,6.573867019,8.17674367,215.0398169
84985,26.1484089,20.15915168,6.573867019,8.17674367,215.0398169
84986,25.6888543,18.87532345,7.613600125,14.91584034,172.2750736
84987,25.89106572,19.45221601,5.504448943,18.44809011,172.8205646
84988,26.85882253,20.0535701,6.027569355,9.350691912,201.4528233
84989,25.64516496,17.90252246,9.1706951,13.65956424,165.2013351
84990,23.5588427,17.95479294,8.887499999,5.644748856,158.9662472
84991,25.45820555,18.82065348,3.340203272,15.49754703,76.111169
84992,26.58019748,20.03925392,4.431278418,14.02154198,90.77556418
84993,26.12296152,20.03925392,4.431278418,14.02154198,90.77556418
84994,23.21710146,18.79175836,3.864482859,10.99266522,80.24139265
84995,25.73429974,17.72479879,3.287178075,22.1161229,79.59820708
84996,26.70142989,19.17779894,3.909093769,14.16259251,105.623289
84997,25.03619965,19.04724665,5.235775287,9.397991975,144.7660746
84998,26.56006909,19.14730472,3.856549653,13.90695069,105.0836717
84999,26.2970301,19.11179083,4.189437755,13.69635016,117.3361124
85000,25.35215586,18.84950018,3.384816825,15.65102203,83.22890251
85001,26.7381087,19.12522687,3.994413923,14.13305368,102.8934469
85002,26.74999813,19.11910361,4.19449613,13.67479819,121.4088297
85003,26.13460226,18.87556498,3.490922417,17.46064142,77.96616358
85004,23.76387918,17.46251092,3.594329532,14.18774892,77.79268371
85005,26.31049859,19.2911073,3.44642206,17.92022401,84.16513937
85006,26.50006725,19.13068678,4.293056476,13.33615997,111.5614675
85007,26.52740253,19.13068678,4.293056476,13.33615997,111.5614675
85008,26.22508695,19.94279493,4.320197272,13.70052163,101.2358883
85009,26.5352096,19.30765807,3.96167841,14.18779639,116.7672113
85010,26.77389199,19.30765807,4.139547363,14.18779639,116.7672113
85011,26.93035426,19.30765807,4.139547363,14.18779639,116.7672113
85012,26.67945307,19.25735222,5.711484326,13.21859444,119.3483875
85013,26.67945307,19.25735222,5.711484326,13.21859444,119.3483875
85014,26.72718721,19.25735222,5.711484326,13.21859444,119.3483875
85015,26.14263345,19.25735222,5.711484326,13.21859444,119.3483875
85016,25.65825799,17.97352399,6.90393063,19.90439355,83.61372303
85017,25.86046941,18.55041655,4.794779448,23.43664332,84.15921401
85018,26.82822621,19.15177064,5.31789986,14.33924512,112.7914727
85019,25.61456864,17.19948565,8.461025605,18.64811745,83.12911851
85020,23.52824638,17.25175612,8.177830504,10.63330207,76.98821613
85021,25.41306952,18.34522717,3.503961255,17.52886578,91.48856871
85022,26.53506145,19.56382762,4.804557181,15.91675254,106.1529639
85023,26.0786329,19.56382762,4.804557181,15.91675254,106.1529639
85024,23.17277284,18.31633205,4.028240842,12.97360315,95.61879237
85025,25.68997112,17.24937249,3.450936057,24.15805601,94.9756068
85026,26.65651561,18.70237264,4.072851752,16.21818213,121.0006887
85027,24.99128537,18.57182034,5.39953327,11.4535816,160.1434743
85028,26.51515481,18.67187841,4.020307636,15.96254032,120.4610715
85029,26.25239418,18.63636452,4.353195738,15.75193978,132.7135121
85030,25.30751994,18.37407388,3.548574808,17.70661166,98.60630222
85031,26.69347279,18.64980057,4.158171905,16.18864331,118.2708466
85032,26.70536221,18.64367731,4.358254113,15.73038782,136.7862294
85033,26.08996635,18.40013868,3.6546804,19.45596012,93.3435633
85034,23.77589521,16.98708462,3.758087515,16.18306762,93.17008343
85035,26.26586267,18.815681,3.610180043,19.91554272,99.54253908
85036,26.45543134,18.65526048,4.456814459,15.41597068,126.9388672
85037,26.48276662,18.65526048,4.456814459,15.41597068,126.9388672
85038,26.18045104,19.46736862,4.483955255,15.78033234,116.613288
85039,26.49057369,18.83223176,4.125436393,16.2676071,132.144611
85040,26.72925608,18.83223176,4.303305346,16.2676071,132.144611
85041,26.88571835,18.83223176,4.303305346,16.2676071,132.144611
85042,26.63481716,18.78192591,6.402026181,15.29840516,134.7257872
85043,26.63481716,18.78192591,6.402026181,15.29840516,134.7257872
85044,26.68255129,18.78192591,6.402026181,15.29840516,134.7257872
85045,26.09799754,18.78192591,6.402026181,15.29840516,134.7257872
85046,25.61272458,17.49809769,7.594472485,21.92172099,98.99843191
85047,25.814936,18.07499025,5.485321303,25.45397077,99.54392289
85048,26.78269281,18.75177098,6.008441715,16.35657257,128.1761816
85049,25.58249548,16.88235135,8.458454314,20.15218657,98.42990624
85050,23.48271298,16.93462182,8.175259214,12.13737119,92.28900386
85051,25.44351265,18.13134938,1.868349134,17.47227989,91.77511713
85052,26.56550458,19.23007909,3.250030739,15.86016665,106.4395123
85053,26.11001145,19.23007909,3.250030739,15.86016665,106.4395123
85054,23.22491196,18.10245426,2.473714399,12.91701726,95.90534078
85055,25.72683065,17.0354947,1.896409615,24.15805601,95.26215521
85056,26.69337515,18.48849485,2.518325309,16.21818213,121.2872371
85057,25.02311716,18.35794255,3.845006827,11.4535816,160.4300227
85058,26.55201435,18.45800062,2.465781193,15.96254032,120.7476199
85059,26.29173455,18.42248673,2.798669295,15.75193978,132.427857
85060,25.34686031,18.16019609,1.994048366,17.70661166,98.32064714
85061,26.73281316,18.43592278,2.603645463,16.18864331,117.9851915
85062,26.74470258,18.42979952,2.803727671,15.73038782,136.5005744
85063,26.12930672,18.18626089,2.100153957,19.45596012,93.35092397
85064,23.90587328,16.77320683,2.203561072,16.18306762,93.1774441
85065,26.30520304,18.60180321,2.0556536,19.91554272,99.256884
85066,26.49477171,18.44138269,2.902288017,15.41597068,126.6532121
85067,26.52210699,18.44138269,2.902288017,15.41597068,126.6532121
85068,26.21979141,19.25349083,2.929428812,15.78033234,116.3276329
85069,26.52991406,18.61835397,2.57090995,16.48216625,131.8589559
85070,26.76859645,18.61835397,2.57090995,16.48216625,131.8589559
85071,26.92505871,18.61835397,2.57090995,16.48216625,131.8589559
85072,26.67415752,18.56804812,4.669630785,15.34780313,134.4401321
85073,26.67415752,18.56804812,4.669630785,15.34780313,134.4401321
85074,26.72189166,18.56804812,4.669630785,15.34780313,134.4401321
85075,26.13733791,18.56804812,4.669630785,15.34780313,134.4401321
85076,25.66477293,17.2842199,5.176931709,21.97111897,98.71277683
85077,25.84925275,17.86111246,3.752925907,25.50336874,99.25826781
85078,26.82203317,18.53789319,4.276046319,16.40597054,127.8905265
85079,25.62183585,16.72280603,6.535673282,20.20158454,98.52102452
85080,23.52725775,16.77507651,6.442863818,12.18676916,92.00334878
85081,25.61636921,17.04982852,1.858469247,16.64840312,87.21815706
85082,26.73836113,18.14855822,3.392915109,15.03628987,103.1079443
85083,26.28286801,18.14855822,3.392915109,15.03628987,103.1079443
85084,23.39776852,17.0209334,2.463834513,12.09314049,92.57377279
85085,25.88320948,15.95397383,1.846718088,23.33417924,91.93058722
85086,26.87625236,17.40697398,2.468633783,15.45539795,117.9556691
85087,25.20574793,17.27642168,3.795315301,10.69079742,157.0984547
85088,26.73768764,17.37647976,2.416089667,15.19975614,117.4160519
85089,26.47740785,17.34096586,2.748977769,14.9891556,129.0962891
85090,25.5325336,17.07867522,1.944356839,16.94382748,94.98907915
85091,26.91848645,17.35440191,2.553953937,15.42585913,114.6536235
85092,26.93037587,17.34827865,2.754036144,14.96760364,133.1690064
85093,26.31253563,17.10474002,2.050462431,18.69317594,90.01935598
85094,24.10595615,15.69168596,2.153869546,15.42028344,89.84587611
85095,26.48843195,17.52028234,2.005962074,19.15275854,95.92531601
85096,26.680445,17.35986182,2.85259649,14.6531865,123.3216441
85097,26.70778028,17.35986182,2.85259649,14.6531865,123.3216441
85098,26.4054647,18.17196996,2.879737286,15.01754816,112.996065
85099,26.72391182,17.5368331,2.521218424,15.71938207,128.5273879
85100,26.96259421,17.5368331,2.521218424,15.71938207,128.5273879
85101,27.11905648,17.5368331,2.521218424,15.71938207,128.5273879
85102,26.85983082,17.48652726,4.208051745,14.58501895,131.1085641
85103,26.85983082,17.48652726,4.208051745,14.58501895,131.1085641
85104,26.90756495,17.48652726,4.208051745,14.58501895,131.1085641
85105,26.31645461,17.48652726,4.208051745,14.58501895,131.1085641
85106,25.80142737,16.20269903,4.463745029,21.20833478,95.64801219
85107,25.98590719,16.77959159,3.312081963,24.74058456,96.19350317
85108,26.97876942,17.45637232,3.835202375,15.64318636,124.8257618
85109,25.77857209,15.72782319,5.465741794,19.43880036,96.30633009
85110,23.683994,15.78009366,5.372932331,11.42398498,89.78865436
85111,25.71135402,19.95388581,1.015509431,16.12823368,84.27104327
85112,26.83334594,20.94191096,2.732791161,14.51612044,100.1608305
85113,26.37785282,20.94191096,2.732791161,14.51612044,100.1608305
85114,23.49275333,20.02176347,1.629180756,11.57297106,88.00598502
85115,25.94462918,18.95480391,1.012064332,22.8140098,87.36279946
85116,26.98487063,20.40780406,1.633980026,14.93522852,113.3132436
85117,25.3143662,20.27725176,2.960661544,10.17062799,152.4560292
85118,26.84630592,20.37730983,1.58143591,14.67958671,112.7736264
85119,26.58602612,20.34179594,1.914324012,14.46898617,124.4538635
85120,25.64115188,20.0795053,1.109703083,16.42365805,90.34665363
85121,27.02710473,20.35523198,1.71930018,14.9056897,110.011198
85122,27.03899415,20.34910873,1.919382388,14.44743421,128.5265808
85123,26.42438348,20.17488153,1.215808674,18.15141754,84.88117534
85124,24.21780401,18.76182747,1.319215789,14.90011401,84.70769548
85125,26.60027981,20.59042385,1.171308317,18.6325891,91.66703545
85126,26.78323495,20.36069189,2.017942734,14.13301707,118.1710498
