ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
84961,25.43109665,18.87986749,4.450230162,11.04427441,86.90277778
84962,26.68212605,20.1472808,4.24410794,10.579084,41.99522222
84963,26.35667185,20.27986182,4.126241273,10.72991333,22.55444444
84964,24.19863229,19.98053886,5.155535532,8.368635456,34.52166667
84965,25.7315709,18.36549103,8.539768513,19.32837673,114.6872917
84966,26.69593177,19.96349986,7.071137286,11.62292164,249.9717361
84967,25.06078815,20.36659438,7.402575609,7.268494534,318.9080694
84968,26.59891895,20.36880811,6.315204419,12.58038554,304.0985103
84969,26.38381796,20.37032152,6.429025603,11.40228312,298.1432325
84970,25.26989025,19.97050871,5.839410775,14.05544466,200.4796518
84971,26.67744487,20.07916984,5.749289148,12.81327773,249.8115963
84972,26.67683437,20.1092486,6.155779388,10.53947327,270.8940963
84973,25.82748213,18.7459931,5.423871358,14.95706425,150.0124636
84974,23.55456074,17.7025848,5.665064981,11.77621139,90.06768076
84975,26.45221837,20.61718644,4.408840214,15.31664054,77.79193717
84976,26.49869484,21.19930012,6.237502185,10.5937816,232.0467616
84977,26.51734762,21.24077099,6.763913343,10.6073817,281.9408767
84978,26.45351223,21.28344674,5.482732492,11.85519393,129.7104177
84979,26.56038808,21.16982683,5.327223987,11.59240962,237.2242688
84980,26.72310759,21.14728342,5.431368432,11.59096145,284.6603085
84981,26.7454619,21.15990084,5.445971765,11.59335205,291.5538224
84982,26.73723968,21.17225124,5.645091085,11.6009076,297.4432113
84983,26.67203818,21.21107861,7.584054695,10.49158577,313.9264891
84984,26.69036091,21.21433972,7.754657185,10.50758672,315.3764891
84985,25.9611664,21.21433972,7.82732181,10.49725312,313.7564891
84986,25.71321704,17.74404749,12.78383202,20.10590769,304.8025456
84987,26.12534644,17.66947505,12.17515333,19.85049264,277.6617043
84988,26.85416452,19.54863046,5.951607861,11.20340072,246.137408
84989,25.56237536,15.51563346,12.88088302,13.80645719,164.4706706
84990,23.3786,15.51563346,12.88088302,6.38,164.4706706
84991,25.39139427,17.94686586,1.755351819,15.67794121,88.48364645
84992,26.68312605,19.68525341,1.679774237,16.15423179,81.39448219
84993,26.35667185,19.82017102,1.621015785,16.11608017,79.85214886
84994,24.19863229,19.45433954,1.800371216,8.558456954,81.33002151
84995,25.74380872,17.75899115,2.320067213,20.24291696,92.12304326
84996,26.70531352,19.46491727,2.21670456,13.70079097,105.6786487
84997,25.0614655,19.83887222,3.395728179,6.138838856,107.8884807
84998,26.61090124,19.83887222,2.462081797,12.87093597,108.3620696
84999,26.3852138,19.83994555,2.739384184,11.63143907,108.9529452
85000,25.23459792,19.52524099,2.449042513,14.45267759,105.3027994
85001,26.78082045,19.64294326,2.372790132,13.10970724,108.4739499
85002,26.77034329,19.65263081,3.036930894,10.71887481,108.1852384
85003,25.82099669,17.99251937,2.88272206,16.07983247,95.60967641
85004,23.43490678,16.93192596,2.856872695,12.75085524,91.68631852
85005,26.50998129,20.57104336,2.08352304,18.67130834,91.94126144
85006,26.56188871,20.95908119,3.143458252,11.39650556,108.6334715
85007,26.57575141,20.96643489,3.188852848,11.44859085,108.6550826
85008,26.5130846,21.02515219,2.220046901,12.988509,100.5021326
85009,26.62309328,20.82684057,1.775822293,12.78164271,110.9103801
85010,26.79551121,20.78371959,1.811933405,12.78824084,112.416453
85011,26.82397663,20.78430068,1.838236738,12.79063144,112.6615641
85012,26.82330996,20.79356497,1.989919663,12.72379558,112.9690641
85013,26.78265133,20.84704194,4.422987545,11.10977996,113.3788171
85014,26.79932326,20.85030306,4.901479938,11.0906714,113.0291412
85015,26.07601733,20.82053639,5.602162121,11.08794464,112.6434161
85016,25.70339344,16.1579966,13.97133577,19.0319099,101.6917382
85017,26.12420358,16.1536329,13.48278698,14.99391356,101.9231456
85018,26.86676452,18.4619037,4.779284133,13.76523574,105.5594948
85019,25.54615155,14.76969601,14.23689874,15.0902244,105.1674433
85020,23.39593333,14.76969601,14.23689874,6.263,105.1674433
85021,25.35906093,17.42547723,4.060690364,16.70159947,97.1277234
85022,26.63271685,18.76493843,4.484437227,15.19747947,94.38646391
85023,26.35667185,19.10116608,4.542570441,15.09864672,94.16318613
85024,24.19912351,18.82428713,4.230168013,8.460886716,96.07482211
85025,25.74380872,17.58681879,3.229150336,23.35147893,102.8998455
85026,26.70583709,18.2189007,3.020614688,14.80794824,115.0079066
