ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
84961,24.43127,15.536316,3.5684552,12.831072,67.61705
84962,26.61934,17.289404,6.3160033,13.417253,134.43391
84963,25.867214,17.289404,6.3160033,13.417253,134.43391
84964,22.541489,16.74306,5.2718105,8.019039,59.892696
84965,25.086922,14.964561,5.2891965,20.197115,66.08153
84966,25.738287,16.245705,5.6774774,11.435584,93.79836
84967,24.2451,15.742957,9.078361,6.4341774,129.07065
84968,25.662218,15.9299135,5.233423,11.388801,88.51122
84969,25.534996,15.983258,5.823163,10.769869,110.123405
84970,24.528944,15.63929,4.4933314,11.974585,68.21318
84971,25.736025,16.05862,5.4310155,11.509495,89.322525
84972,25.746725,15.833238,5.9182606,10.832804,99.40564
84973,25.31913,16.027157,4.695944,14.62642,78.89693
84974,23.240946,14.637166,5.3843293,11.605558,91.05032
84975,25.621244,16.470556,5.4870844,15.792031,111.05874
84976,25.622135,15.622666,6.4514565,10.77663,105.44042
84977,25.65711,15.622666,6.4514565,10.77663,105.44042
84978,25.540892,17.141495,6.384148,12.185245,138.73859
84979,25.421259,16.142614,5.213007,11.731594,93.43524
84980,25.594328,16.142614,5.213007,11.731594,93.43524
84981,25.64805,16.099493,5.213007,11.731594,93.62309
84982,24.065557,16.379322,6.337422,10.303233,51.87057
84983,25.639177,15.890414,6.8073835,10.303233,109.19106
84984,25.685816,15.890414,6.8073835,10.303233,109.19106
84985,25.631481,15.890414,6.8073835,10.303233,109.19106
84986,25.379557,16.730066,7.5162597,18.90708,78.829956
84987,25.501764,17.080883,5.168371,22.651754,83.04958
84988,25.963129,16.446106,4.9812765,11.537167,108.624664
84989,25.49464,14.703671,9.842282,16.22159,57.005077
84990,23.11872,15.3769,9.218694,8.097907,133.01
84991,24.80665,15.003823,3.219503,12.88773,62.099884
84992,26.80462,16.554451,5.9670515,12.721532,129.20148
84993,26.107616,16.554451,5.9670515,12.721532,129.20148
84994,22.949389,15.074511,4.9228587,7.3623567,58.10568
84995,25.423176,14.276359,5.0630054,19.868109,61.68012
84996,26.09973,15.716242,5.419244,11.293508,83.41378
84997,24.59915,15.595453,8.7058,6.292104,120.42596
84998,26.03774,15.672834,5.0478263,11.246724,79.86652
84999,25.910519,15.726176,5.637566,10.627793,101.47871
85000,24.95386,15.314318,4.266484,12.0477295,61.22101
85001,26.088972,15.805806,5.2454185,11.524293,82.33035
85002,26.084894,15.5804205,5.7326636,10.863078,92.41347
85003,25.62268,15.7522135,4.510347,14.863373,74.091156
85004,23.562843,14.231123,5.6402745,11.80662,84.71802
85005,25.866884,16.064512,5.6911573,16.341635,102.28388
85006,25.970222,15.64835,6.212367,10.673695,96.665565
85007,26.005198,15.64835,6.212367,10.673695,96.665565
85008,25.883747,16.815569,6.204545,11.946815,131.20596
85009,25.823793,15.889646,5.236563,11.725074,81.4593
85010,25.962484,15.889646,5.236563,11.725074,81.4593
85011,26.013432,15.846519,5.236563,11.725074,81.64715
85012,24.151518,16.11111,6.0337515,10.416099,39.8946
85013,26.006447,15.728131,6.354899,10.416099,98.9406
85014,26.053085,15.728131,6.354899,10.416099,98.9406
85015,26.029612,15.728131,6.354899,10.416099,98.9406
85016,25.680178,15.381342,7.8284183,18.642305,76.1353
85017,25.812155,15.732156,5.778238,22.648367,76.77976
85018,26.251701,15.739154,5.0292544,11.605977,94.55446
85019,25.783213,13.646614,11.929868,16.31684,62.889965
85020,23.357948,14.399318,11.7191725,7.14802,96.84759
85021,24.76764,15.288961,6.034447,12.470346,73.46608
85022,26.746677,16.934357,9.197128,12.130684,143.40295
85023,26.049673,16.934357,9.197128,12.130684,143.40295
85024,22.843643,16.060453,7.817354,6.766835,65.3867
85025,25.36531,14.495191,7.8539076,18.439444,68.73917
85026,26.05342,15.733208,7.8495474,11.087986,89.907104
85027,24.55284,15.612419,11.203827,5.9857726,121.29357
85028,25.97844,15.667681,7.4294057,11.025188,87.60105
85029,25.864208,15.72037,7.9160414,10.322348,107.290985
85030,24.907549,15.324533,6.424061,11.69717,72.36671
85031,26.032885,15.795739,7.5476446,11.362326,87.327965
85032,26.02285,15.570353,7.930906,10.512519,98.22573
85033,25.568182,15.719843,6.811583,14.512813,79.90343
85034,23.534483,14.17121,7.466073,10.813169,90.53029
85035,25.838524,15.760679,7.469815,15.991071,108.09616
85036,25.926178,15.686731,8.20233,10.323136,103.34845
85037,25.961153,15.686731,8.20233,10.323136,103.34845
85038,25.831554,16.627096,8.5017805,11.272772,142.06918
85039,25.769012,15.8593025,7.425026,11.364485,89.56111
85040,25.90284,15.8593025,7.425026,11.364485,89.56111
85041,25.96901,15.816177,7.425026,11.364485,89.74896
85042,24.107096,16.110453,7.927261,10.035224,45.44611
85043,25.962025,15.721643,8.105033,10.035224,104.4921
85044,26.008663,15.721643,8.105033,10.035224,104.4921
85045,25.96157,15.721643,8.105033,10.035224,104.4921
85046,25.620815,15.650727,9.720085,17.464508,81.6083
85047,25.788612,16.001549,7.836858,22.277515,83.65171
85048,26.269112,15.919995,7.255312,11.235129,98.483444
85049,25.804821,13.772078,11.838328,16.01302,70.05804
85050,23.560114,14.188874,10.589677,5.7150197,101.63108
85051,24.636703,15.860833,5.161716,12.444378,94.08943
85052,26.673914,17.270136,8.079637,11.778178,160.99065
85053,25.979261,17.270136,8.079637,11.778178,160.99065
85054,22.840345,16.688307,6.7848434,6.701553,82.974396
85055,25.338308,15.115237,6.53802,18.446295,89.8521
